,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
805,10.0,10.0,4.0,10.0,4.0,3.0,10.0,13.0,4.0,9.0,13.0,3.0,8.0,4.0,3.0,9.0,13.0,10.0,3.0,3.0,14.0,3.0,14.0,3.0,9.0,6.0,13.0,3.0,11.0,12.0,3.0,3.0,8.0,10.0,3.0,11.0,4.0,11.0,3.0,11.0,4.0,3.0,14.0,3.0,4.0,3.0,9.0,10.0,3.0,11.0,11.0,3.0,4.0,4.0,11.0,3.0,13.0,3.0,3.0,8.0,4.0,4.0,3.0,14.0,10.0,3.0,3.0,3.0,14.0,3.0,10.0,12.0
806,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,7.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,11.0,4.0,5.0,6.0,11.0,4.0,4.0,10.0,3.0,4.0,3.0,4.0,3.0,3.0,11.0,4.0,3.0,6.0,3.0,11.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,10.0,10.0,3.0,3.0,3.0,14.0,3.0,3.0,5.0
807,14.0,14.0,13.0,14.0,13.0,13.0,11.0,13.0,10.0,11.0,13.0,14.0,9.0,10.0,14.0,9.0,13.0,10.0,10.0,13.0,14.0,14.0,14.0,6.0,9.0,13.0,13.0,7.0,11.0,12.0,7.0,7.0,8.0,6.0,4.0,11.0,4.0,8.0,3.0,11.0,4.0,3.0,14.0,12.0,4.0,3.0,9.0,6.0,3.0,11.0,11.0,3.0,4.0,3.0,11.0,3.0,13.0,3.0,3.0,8.0,3.0,4.0,3.0,14.0,10.0,3.0,3.0,3.0,14.0,3.0,6.0,12.0
808,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,6.0,3.0,6.0,3.0,5.0,6.0,4.0,3.0,3.0,4.0,3.0,4.0,8.0,3.0,3.0,3.0,4.0,8.0,6.0,4.0,4.0,4.0,10.0,3.0,4.0,3.0,8.0,3.0,3.0,3.0,12.0,3.0,6.0,3.0,10.0,3.0,13.0,3.0,4.0,11.0,3.0,4.0,3.0,10.0,3.0,3.0,3.0,7.0,13.0,3.0,3.0,11.0
809,3.0,3.0,3.0,3.0,3.0,3.0,4.0,7.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,6.0,3.0,6.0,3.0,5.0,7.0,4.0,3.0,3.0,4.0,3.0,4.0,11.0,3.0,3.0,3.0,6.0,8.0,3.0,4.0,6.0,3.0,3.0,3.0,13.0,3.0,11.0,3.0,3.0,3.0,12.0,3.0,4.0,3.0,3.0,3.0,3.0,13.0,3.0,12.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,7.0,10.0,3.0,3.0,11.0
810,11.0,10.0,4.0,10.0,4.0,4.0,13.0,11.0,4.0,9.0,7.0,6.0,11.0,4.0,7.0,11.0,6.0,11.0,3.0,4.0,13.0,3.0,13.0,3.0,9.0,7.0,4.0,3.0,11.0,12.0,4.0,3.0,8.0,3.0,12.0,11.0,4.0,8.0,11.0,11.0,4.0,3.0,14.0,3.0,4.0,3.0,9.0,3.0,3.0,11.0,11.0,3.0,12.0,3.0,11.0,3.0,13.0,3.0,3.0,8.0,3.0,4.0,3.0,14.0,10.0,3.0,3.0,3.0,14.0,3.0,3.0,12.0
811,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,13.0,4.0,4.0,6.0,3.0,13.0,3.0,3.0,3.0,3.0,4.0,13.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,10.0,12.0,4.0,3.0,9.0,3.0,3.0,3.0,11.0,3.0,4.0,3.0,10.0,3.0,3.0,3.0,3.0,8.0,3.0,4.0,3.0,10.0,3.0,3.0,3.0,3.0,13.0,3.0,3.0,12.0
812,10.0,11.0,10.0,10.0,10.0,10.0,10.0,13.0,10.0,8.0,13.0,3.0,8.0,10.0,13.0,8.0,13.0,10.0,10.0,13.0,10.0,6.0,10.0,3.0,9.0,13.0,13.0,3.0,11.0,8.0,3.0,13.0,8.0,3.0,7.0,3.0,4.0,8.0,3.0,4.0,4.0,3.0,13.0,12.0,7.0,3.0,9.0,3.0,6.0,3.0,11.0,3.0,4.0,3.0,10.0,3.0,13.0,7.0,7.0,9.0,3.0,4.0,3.0,14.0,3.0,3.0,3.0,4.0,13.0,3.0,3.0,12.0
813,10.0,10.0,4.0,10.0,4.0,3.0,10.0,11.0,4.0,9.0,3.0,3.0,8.0,4.0,13.0,9.0,6.0,7.0,3.0,13.0,13.0,3.0,13.0,3.0,11.0,13.0,6.0,3.0,4.0,12.0,3.0,4.0,11.0,14.0,3.0,11.0,6.0,11.0,6.0,11.0,6.0,4.0,14.0,12.0,13.0,3.0,12.0,14.0,3.0,11.0,12.0,3.0,6.0,7.0,11.0,3.0,13.0,13.0,4.0,12.0,7.0,4.0,3.0,13.0,10.0,3.0,3.0,7.0,14.0,3.0,13.0,12.0
814,10.0,10.0,4.0,10.0,4.0,3.0,10.0,13.0,4.0,9.0,13.0,3.0,8.0,4.0,3.0,9.0,13.0,10.0,3.0,3.0,14.0,3.0,14.0,3.0,9.0,7.0,13.0,3.0,11.0,12.0,3.0,3.0,8.0,3.0,3.0,11.0,4.0,8.0,3.0,11.0,4.0,3.0,14.0,3.0,4.0,3.0,9.0,3.0,3.0,11.0,11.0,3.0,4.0,3.0,11.0,3.0,13.0,3.0,3.0,8.0,3.0,4.0,3.0,14.0,10.0,3.0,3.0,3.0,14.0,3.0,3.0,12.0
815,10.0,11.0,10.0,10.0,11.0,10.0,10.0,13.0,10.0,9.0,13.0,3.0,8.0,10.0,3.0,9.0,13.0,10.0,10.0,3.0,14.0,6.0,14.0,3.0,9.0,7.0,13.0,3.0,11.0,12.0,3.0,13.0,8.0,3.0,7.0,13.0,4.0,8.0,6.0,13.0,4.0,4.0,14.0,3.0,4.0,3.0,9.0,3.0,6.0,13.0,11.0,3.0,6.0,3.0,11.0,3.0,13.0,3.0,7.0,8.0,3.0,4.0,3.0,14.0,13.0,3.0,3.0,3.0,14.0,3.0,3.0,12.0
816,13.0,10.0,4.0,10.0,4.0,3.0,11.0,13.0,3.0,8.0,13.0,13.0,8.0,3.0,13.0,8.0,13.0,10.0,4.0,13.0,10.0,3.0,10.0,3.0,9.0,13.0,13.0,3.0,11.0,8.0,3.0,4.0,8.0,3.0,3.0,3.0,4.0,8.0,6.0,4.0,4.0,4.0,13.0,12.0,4.0,3.0,9.0,3.0,6.0,3.0,12.0,3.0,6.0,3.0,10.0,3.0,13.0,3.0,7.0,12.0,3.0,4.0,3.0,14.0,3.0,3.0,3.0,3.0,13.0,3.0,3.0,12.0
817,14.0,11.0,13.0,10.0,13.0,13.0,11.0,13.0,10.0,9.0,13.0,14.0,8.0,10.0,13.0,9.0,13.0,10.0,10.0,13.0,14.0,6.0,14.0,3.0,9.0,13.0,13.0,3.0,11.0,12.0,3.0,13.0,8.0,3.0,7.0,11.0,4.0,8.0,6.0,11.0,4.0,4.0,14.0,12.0,4.0,3.0,9.0,3.0,4.0,11.0,11.0,3.0,6.0,3.0,11.0,3.0,13.0,3.0,4.0,8.0,3.0,4.0,3.0,14.0,10.0,3.0,3.0,3.0,14.0,3.0,3.0,12.0
818,14.0,14.0,14.0,14.0,14.0,14.0,11.0,13.0,14.0,9.0,13.0,14.0,8.0,14.0,13.0,9.0,13.0,14.0,14.0,13.0,14.0,7.0,14.0,3.0,11.0,13.0,13.0,3.0,14.0,12.0,3.0,13.0,11.0,14.0,7.0,11.0,7.0,12.0,6.0,11.0,6.0,4.0,14.0,12.0,13.0,3.0,12.0,14.0,4.0,11.0,12.0,3.0,6.0,7.0,11.0,3.0,13.0,13.0,4.0,12.0,7.0,4.0,3.0,14.0,10.0,3.0,3.0,7.0,14.0,3.0,14.0,12.0
819,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,3.0,3.0,3.0,6.0,3.0,6.0,3.0,5.0,6.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,11.0,6.0,5.0,6.0,11.0,6.0,4.0,10.0,3.0,13.0,3.0,4.0,3.0,3.0,11.0,12.0,3.0,6.0,3.0,11.0,3.0,3.0,13.0,4.0,12.0,3.0,4.0,3.0,10.0,10.0,3.0,3.0,7.0,14.0,3.0,3.0,12.0
820,3.0,3.0,3.0,3.0,3.0,3.0,4.0,7.0,3.0,4.0,13.0,3.0,4.0,3.0,13.0,4.0,13.0,6.0,4.0,13.0,6.0,3.0,7.0,3.0,5.0,13.0,13.0,3.0,3.0,4.0,3.0,4.0,11.0,14.0,3.0,3.0,6.0,12.0,6.0,4.0,6.0,4.0,10.0,12.0,13.0,3.0,12.0,14.0,6.0,3.0,12.0,3.0,6.0,4.0,10.0,3.0,13.0,13.0,7.0,12.0,4.0,4.0,3.0,10.0,3.0,3.0,3.0,7.0,13.0,3.0,13.0,12.0
821,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,3.0,8.0,10.0,13.0,8.0,4.0,10.0,10.0,13.0,10.0,3.0,10.0,3.0,9.0,13.0,4.0,3.0,11.0,8.0,3.0,4.0,8.0,3.0,3.0,3.0,4.0,8.0,6.0,4.0,4.0,4.0,13.0,12.0,6.0,3.0,9.0,3.0,6.0,3.0,12.0,3.0,6.0,3.0,10.0,3.0,13.0,7.0,7.0,12.0,3.0,4.0,3.0,14.0,3.0,3.0,3.0,4.0,13.0,3.0,3.0,12.0
822,10.0,10.0,4.0,10.0,4.0,3.0,10.0,10.0,3.0,8.0,6.0,3.0,8.0,3.0,3.0,8.0,4.0,10.0,4.0,3.0,10.0,3.0,10.0,3.0,9.0,7.0,4.0,3.0,11.0,8.0,3.0,3.0,8.0,3.0,3.0,3.0,4.0,8.0,3.0,4.0,4.0,3.0,13.0,3.0,4.0,3.0,9.0,3.0,6.0,3.0,11.0,3.0,3.0,3.0,10.0,3.0,13.0,3.0,7.0,8.0,3.0,4.0,3.0,13.0,3.0,3.0,3.0,3.0,13.0,3.0,3.0,12.0
823,14.0,11.0,13.0,11.0,13.0,13.0,11.0,13.0,10.0,9.0,13.0,14.0,8.0,10.0,13.0,9.0,13.0,10.0,10.0,13.0,14.0,6.0,14.0,14.0,9.0,13.0,13.0,14.0,11.0,12.0,11.0,13.0,8.0,3.0,7.0,11.0,4.0,8.0,6.0,11.0,4.0,4.0,14.0,12.0,4.0,3.0,9.0,4.0,4.0,11.0,11.0,3.0,6.0,3.0,11.0,3.0,13.0,3.0,4.0,8.0,3.0,14.0,3.0,14.0,10.0,3.0,3.0,3.0,14.0,3.0,4.0,12.0
824,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,11.0,4.0,5.0,3.0,11.0,4.0,3.0,10.0,3.0,4.0,3.0,4.0,3.0,3.0,11.0,11.0,3.0,4.0,3.0,11.0,3.0,3.0,3.0,3.0,8.0,3.0,4.0,3.0,10.0,10.0,3.0,3.0,3.0,14.0,3.0,3.0,11.0
825,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,13.0,4.0,4.0,6.0,4.0,13.0,3.0,3.0,3.0,3.0,4.0,13.0,4.0,3.0,3.0,4.0,3.0,3.0,8.0,3.0,3.0,3.0,4.0,8.0,6.0,4.0,4.0,4.0,10.0,12.0,4.0,3.0,9.0,3.0,6.0,3.0,11.0,3.0,6.0,3.0,10.0,3.0,13.0,3.0,7.0,8.0,3.0,4.0,3.0,10.0,3.0,3.0,3.0,3.0,13.0,3.0,3.0,12.0
826,3.0,3.0,3.0,3.0,3.0,3.0,4.0,7.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,3.0,3.0,3.0,6.0,3.0,6.0,3.0,5.0,6.0,4.0,3.0,4.0,4.0,3.0,4.0,11.0,3.0,3.0,11.0,6.0,8.0,6.0,11.0,6.0,4.0,10.0,3.0,13.0,3.0,11.0,3.0,3.0,11.0,12.0,3.0,6.0,3.0,11.0,3.0,3.0,13.0,4.0,12.0,3.0,4.0,3.0,10.0,10.0,3.0,3.0,7.0,14.0,3.0,3.0,11.0
827,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,7.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,14.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,10.0,3.0,4.0,3.0,4.0,14.0,6.0,3.0,11.0,3.0,4.0,4.0,10.0,3.0,3.0,3.0,7.0,8.0,4.0,4.0,3.0,10.0,3.0,3.0,3.0,3.0,13.0,3.0,13.0,12.0
828,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,13.0,3.0,4.0,4.0,13.0,4.0,13.0,7.0,3.0,13.0,3.0,3.0,3.0,3.0,4.0,13.0,13.0,3.0,4.0,4.0,3.0,3.0,8.0,3.0,3.0,11.0,4.0,8.0,6.0,11.0,4.0,4.0,10.0,12.0,4.0,3.0,9.0,3.0,3.0,11.0,11.0,3.0,6.0,3.0,11.0,3.0,3.0,3.0,4.0,8.0,3.0,4.0,3.0,10.0,10.0,3.0,3.0,3.0,14.0,3.0,3.0,12.0
829,14.0,11.0,13.0,10.0,13.0,14.0,11.0,13.0,10.0,9.0,13.0,14.0,8.0,10.0,13.0,9.0,13.0,14.0,10.0,13.0,14.0,6.0,14.0,3.0,11.0,13.0,13.0,3.0,13.0,12.0,3.0,11.0,11.0,3.0,6.0,14.0,7.0,8.0,3.0,14.0,6.0,3.0,14.0,12.0,13.0,3.0,11.0,3.0,6.0,14.0,12.0,3.0,4.0,3.0,11.0,3.0,13.0,13.0,7.0,12.0,3.0,4.0,3.0,14.0,13.0,3.0,3.0,7.0,14.0,3.0,3.0,12.0
830,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,7.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,6.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,8.0,3.0,3.0,3.0,12.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,4.0,12.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,3.0,3.0,11.0
831,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,6.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,3.0,3.0,4.0
832,3.0,3.0,4.0,3.0,4.0,3.0,3.0,11.0,4.0,9.0,3.0,3.0,8.0,4.0,13.0,9.0,6.0,7.0,3.0,13.0,14.0,3.0,14.0,3.0,11.0,13.0,4.0,3.0,4.0,12.0,3.0,4.0,11.0,3.0,3.0,11.0,6.0,8.0,3.0,11.0,6.0,3.0,10.0,12.0,13.0,3.0,12.0,3.0,3.0,11.0,12.0,3.0,4.0,3.0,11.0,3.0,13.0,13.0,3.0,12.0,3.0,4.0,3.0,10.0,10.0,3.0,3.0,7.0,14.0,3.0,3.0,12.0
833,10.0,10.0,4.0,10.0,4.0,3.0,10.0,11.0,4.0,9.0,7.0,3.0,8.0,4.0,3.0,9.0,6.0,10.0,3.0,3.0,13.0,3.0,13.0,3.0,9.0,7.0,4.0,3.0,11.0,11.0,3.0,3.0,8.0,14.0,3.0,11.0,4.0,12.0,6.0,11.0,4.0,4.0,14.0,3.0,4.0,3.0,8.0,14.0,3.0,11.0,11.0,3.0,6.0,4.0,11.0,3.0,13.0,3.0,4.0,8.0,4.0,4.0,3.0,13.0,10.0,3.0,3.0,3.0,14.0,3.0,13.0,11.0
834,3.0,3.0,3.0,3.0,3.0,3.0,4.0,7.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,3.0,3.0,3.0,6.0,3.0,6.0,3.0,5.0,7.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,11.0,6.0,5.0,6.0,11.0,6.0,4.0,3.0,3.0,13.0,3.0,4.0,3.0,3.0,11.0,4.0,3.0,6.0,3.0,3.0,3.0,3.0,13.0,4.0,4.0,3.0,4.0,3.0,3.0,10.0,3.0,3.0,7.0,10.0,3.0,3.0,4.0
835,3.0,3.0,4.0,3.0,4.0,3.0,3.0,10.0,3.0,8.0,3.0,3.0,8.0,3.0,3.0,8.0,4.0,3.0,4.0,3.0,10.0,3.0,10.0,3.0,9.0,7.0,4.0,3.0,3.0,8.0,3.0,3.0,8.0,3.0,3.0,3.0,4.0,8.0,6.0,4.0,4.0,4.0,10.0,3.0,4.0,3.0,9.0,3.0,6.0,3.0,11.0,3.0,6.0,3.0,10.0,3.0,13.0,3.0,7.0,8.0,3.0,4.0,3.0,10.0,3.0,3.0,3.0,3.0,13.0,3.0,3.0,12.0
836,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,3.0,8.0,10.0,13.0,8.0,4.0,10.0,10.0,13.0,10.0,3.0,10.0,3.0,9.0,13.0,4.0,3.0,11.0,8.0,3.0,3.0,8.0,3.0,3.0,3.0,4.0,8.0,3.0,4.0,4.0,3.0,13.0,12.0,4.0,3.0,9.0,3.0,6.0,3.0,11.0,3.0,3.0,3.0,10.0,3.0,13.0,3.0,7.0,8.0,3.0,4.0,3.0,13.0,3.0,3.0,3.0,3.0,13.0,3.0,3.0,12.0
837,14.0,10.0,4.0,10.0,4.0,3.0,11.0,13.0,4.0,9.0,13.0,14.0,8.0,4.0,13.0,9.0,13.0,14.0,3.0,13.0,13.0,3.0,13.0,3.0,11.0,13.0,13.0,3.0,13.0,12.0,3.0,4.0,11.0,3.0,3.0,11.0,7.0,8.0,6.0,11.0,6.0,4.0,14.0,12.0,13.0,3.0,11.0,3.0,3.0,11.0,12.0,3.0,6.0,3.0,11.0,3.0,13.0,13.0,4.0,12.0,3.0,4.0,3.0,14.0,10.0,3.0,3.0,7.0,14.0,3.0,3.0,12.0
838,14.0,10.0,4.0,10.0,4.0,3.0,11.0,11.0,4.0,9.0,7.0,14.0,8.0,4.0,13.0,9.0,6.0,14.0,3.0,13.0,14.0,3.0,14.0,3.0,11.0,13.0,6.0,3.0,14.0,12.0,3.0,4.0,11.0,4.0,3.0,11.0,7.0,8.0,6.0,11.0,6.0,4.0,14.0,12.0,13.0,3.0,12.0,3.0,3.0,11.0,12.0,3.0,6.0,7.0,11.0,3.0,13.0,13.0,4.0,12.0,7.0,4.0,3.0,14.0,10.0,3.0,3.0,7.0,14.0,3.0,3.0,12.0
839,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,13.0,4.0,4.0,6.0,3.0,13.0,3.0,3.0,3.0,3.0,4.0,13.0,4.0,3.0,3.0,4.0,3.0,3.0,8.0,3.0,3.0,3.0,4.0,8.0,6.0,4.0,4.0,4.0,10.0,12.0,4.0,3.0,9.0,3.0,3.0,3.0,11.0,3.0,6.0,3.0,10.0,3.0,3.0,3.0,4.0,8.0,3.0,4.0,3.0,10.0,3.0,3.0,3.0,3.0,13.0,3.0,3.0,12.0
840,10.0,10.0,4.0,10.0,4.0,3.0,10.0,11.0,4.0,9.0,7.0,3.0,8.0,4.0,3.0,9.0,6.0,13.0,4.0,3.0,13.0,3.0,13.0,3.0,11.0,7.0,4.0,3.0,13.0,11.0,3.0,4.0,11.0,3.0,3.0,13.0,7.0,8.0,6.0,13.0,6.0,4.0,14.0,3.0,13.0,3.0,11.0,3.0,6.0,13.0,12.0,3.0,6.0,3.0,11.0,3.0,13.0,13.0,7.0,12.0,3.0,4.0,3.0,14.0,13.0,3.0,3.0,7.0,14.0,3.0,3.0,12.0
841,10.0,10.0,4.0,10.0,4.0,3.0,10.0,11.0,4.0,9.0,7.0,3.0,8.0,4.0,3.0,9.0,6.0,13.0,3.0,3.0,13.0,3.0,13.0,3.0,11.0,7.0,4.0,3.0,14.0,12.0,3.0,4.0,11.0,14.0,3.0,11.0,7.0,11.0,6.0,11.0,6.0,4.0,14.0,3.0,13.0,3.0,12.0,14.0,3.0,11.0,12.0,3.0,6.0,4.0,11.0,3.0,13.0,13.0,4.0,12.0,4.0,4.0,3.0,14.0,10.0,3.0,3.0,7.0,14.0,3.0,10.0,12.0
842,13.0,10.0,4.0,10.0,4.0,3.0,11.0,10.0,3.0,8.0,3.0,13.0,8.0,3.0,13.0,8.0,4.0,6.0,4.0,13.0,10.0,3.0,10.0,3.0,9.0,13.0,4.0,3.0,3.0,8.0,3.0,3.0,8.0,3.0,3.0,3.0,4.0,8.0,6.0,4.0,4.0,4.0,13.0,12.0,4.0,3.0,9.0,3.0,6.0,3.0,11.0,3.0,6.0,3.0,10.0,3.0,13.0,3.0,7.0,8.0,3.0,4.0,3.0,14.0,3.0,3.0,3.0,3.0,13.0,3.0,3.0,12.0
843,3.0,3.0,3.0,3.0,3.0,3.0,4.0,7.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,6.0,3.0,7.0,3.0,5.0,7.0,4.0,3.0,3.0,4.0,3.0,4.0,11.0,3.0,3.0,3.0,6.0,8.0,6.0,4.0,6.0,4.0,10.0,3.0,13.0,3.0,12.0,3.0,6.0,3.0,12.0,3.0,6.0,3.0,10.0,3.0,13.0,13.0,7.0,12.0,3.0,4.0,3.0,10.0,3.0,3.0,3.0,7.0,13.0,3.0,3.0,11.0
844,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,6.0,3.0,7.0,3.0,5.0,7.0,4.0,3.0,3.0,4.0,3.0,4.0,8.0,3.0,3.0,3.0,4.0,8.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,8.0,3.0,6.0,3.0,12.0,3.0,4.0,3.0,3.0,3.0,13.0,3.0,7.0,12.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,7.0,13.0,3.0,3.0,11.0
845,10.0,11.0,10.0,10.0,11.0,10.0,10.0,11.0,10.0,9.0,7.0,3.0,8.0,10.0,3.0,9.0,6.0,10.0,10.0,3.0,13.0,6.0,13.0,3.0,9.0,7.0,4.0,3.0,11.0,12.0,3.0,13.0,8.0,3.0,7.0,11.0,4.0,8.0,3.0,11.0,4.0,3.0,14.0,3.0,4.0,3.0,9.0,3.0,4.0,11.0,11.0,3.0,3.0,3.0,11.0,3.0,13.0,3.0,3.0,8.0,3.0,4.0,3.0,13.0,10.0,3.0,3.0,3.0,14.0,3.0,3.0,12.0
846,14.0,10.0,4.0,10.0,4.0,3.0,11.0,11.0,4.0,9.0,3.0,14.0,8.0,4.0,13.0,9.0,6.0,7.0,3.0,13.0,14.0,3.0,14.0,3.0,9.0,13.0,4.0,3.0,4.0,12.0,3.0,3.0,8.0,3.0,3.0,11.0,4.0,8.0,3.0,11.0,4.0,3.0,14.0,12.0,4.0,3.0,9.0,3.0,3.0,11.0,11.0,3.0,3.0,3.0,11.0,3.0,13.0,3.0,3.0,8.0,3.0,4.0,3.0,13.0,10.0,3.0,3.0,3.0,14.0,3.0,3.0,12.0
847,13.0,13.0,6.0,13.0,7.0,7.0,11.0,13.0,7.0,12.0,13.0,13.0,9.0,7.0,14.0,8.0,13.0,10.0,7.0,13.0,10.0,14.0,11.0,7.0,9.0,13.0,13.0,7.0,11.0,8.0,7.0,7.0,8.0,14.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,13.0,12.0,4.0,3.0,9.0,14.0,3.0,3.0,11.0,3.0,4.0,8.0,10.0,3.0,13.0,3.0,8.0,8.0,4.0,4.0,3.0,14.0,4.0,3.0,8.0,3.0,13.0,3.0,14.0,12.0
848,13.0,13.0,13.0,13.0,13.0,13.0,11.0,13.0,10.0,11.0,13.0,13.0,9.0,10.0,14.0,8.0,13.0,10.0,10.0,13.0,10.0,13.0,11.0,3.0,9.0,13.0,13.0,3.0,11.0,8.0,3.0,13.0,8.0,3.0,7.0,3.0,4.0,8.0,3.0,4.0,4.0,3.0,13.0,12.0,4.0,3.0,9.0,3.0,4.0,3.0,11.0,3.0,4.0,3.0,10.0,3.0,13.0,3.0,3.0,8.0,3.0,4.0,3.0,14.0,3.0,3.0,3.0,3.0,13.0,3.0,3.0,12.0
849,10.0,11.0,10.0,10.0,11.0,10.0,10.0,11.0,10.0,9.0,7.0,3.0,8.0,10.0,13.0,9.0,6.0,10.0,10.0,13.0,13.0,6.0,13.0,3.0,9.0,13.0,4.0,3.0,11.0,12.0,3.0,13.0,8.0,3.0,7.0,11.0,4.0,8.0,3.0,11.0,4.0,3.0,14.0,12.0,4.0,3.0,9.0,3.0,4.0,11.0,11.0,3.0,3.0,3.0,11.0,3.0,13.0,3.0,3.0,8.0,3.0,4.0,3.0,13.0,10.0,3.0,3.0,3.0,14.0,3.0,3.0,12.0
850,3.0,3.0,3.0,3.0,3.0,3.0,4.0,7.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,6.0,3.0,6.0,3.0,5.0,7.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,6.0,5.0,6.0,4.0,6.0,4.0,3.0,3.0,13.0,3.0,4.0,3.0,3.0,3.0,12.0,3.0,6.0,3.0,3.0,3.0,3.0,13.0,4.0,12.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,7.0,10.0,3.0,3.0,11.0
851,13.0,13.0,13.0,13.0,13.0,13.0,11.0,13.0,10.0,8.0,13.0,13.0,8.0,10.0,13.0,8.0,13.0,10.0,10.0,13.0,10.0,6.0,10.0,3.0,9.0,13.0,13.0,3.0,11.0,8.0,3.0,13.0,8.0,14.0,7.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,13.0,12.0,4.0,3.0,9.0,14.0,4.0,3.0,11.0,3.0,4.0,4.0,10.0,3.0,13.0,3.0,3.0,8.0,4.0,4.0,3.0,14.0,4.0,3.0,3.0,3.0,13.0,3.0,14.0,12.0
